prompt_language,task,prompt_condition,metric,n,mean,sd,median,minimum,maximum
zh-CN,horizon,role_human,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,horizon,role_human,n_games,20,40.0,0.0,40.0,40.0,40.0
zh-CN,horizon,role_human,n_trials,20,300.0,0.0,300.0,300.0,300.0
zh-CN,horizon,role_human,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,horizon,role_human,switching_rate,20,0.4025083612040134,0.018582516656743216,0.4013377926421405,0.35785953177257523,0.43478260869565216
zh-CN,horizon,uncertainty_emphasis,directed_exploration,20,0.5700000000000001,0.1043778560907689,0.55,0.4,0.8
zh-CN,horizon,uncertainty_emphasis,horizon_effect,20,0.04,0.07181848464596079,0.05,-0.15,0.15
zh-CN,horizon,uncertainty_emphasis,random_exploration_effect,20,1.5921297736759443,1.0709169178981255,1.343381239366707,0.13921388081546304,3.456669474525229
zh-CN,horizon,uncertainty_emphasis,average_reward_per_trial,20,52.58833333333333,1.9224924428934584,53.083333333333336,48.93,55.21666666666667
zh-CN,horizon,uncertainty_emphasis,exploration_rate,20,0.105,0.03031343602871192,0.1,0.07142857142857142,0.2
zh-CN,horizon,uncertainty_emphasis,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,horizon,uncertainty_emphasis,n_games,20,40.0,0.0,40.0,40.0,40.0
zh-CN,horizon,uncertainty_emphasis,n_trials,20,300.0,0.0,300.0,300.0,300.0
zh-CN,horizon,uncertainty_emphasis,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,horizon,uncertainty_emphasis,switching_rate,20,0.424247491638796,0.01992778754854041,0.42474916387959866,0.3779264214046823,0.45484949832775917
zh-CN,igt,baseline,advantageous_choice_rate,20,0.9239999999999999,0.04881759820737642,0.9299999999999999,0.86,1.0
zh-CN,igt,baseline,post_loss_switching_rate,20,0.29153947947051395,0.03914789914086226,0.30303030303030304,0.21212121212121213,0.3448275862068966
zh-CN,igt,baseline,average_net_outcome,20,22.5875,2.815926275574999,22.375,19.75,26.0
zh-CN,igt,baseline,deck_A_rate,20,0.026000000000000002,0.019574419397183716,0.04,0.0,0.04
zh-CN,igt,baseline,deck_B_rate,20,0.05,0.051298917604257706,0.05,0.0,0.1
zh-CN,igt,baseline,deck_C_rate,20,0.5720000000000001,0.05366563145999496,0.56,0.5,0.66
zh-CN,igt,baseline,deck_D_rate,20,0.352,0.04606631375699488,0.36,0.3,0.4
zh-CN,igt,baseline,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,igt,baseline,learning_curve_change,20,7.2,10.102631236204598,4.0,0.0,24.0
zh-CN,igt,baseline,learning_slope,20,1.76,2.126128183490257,1.0,0.0,5.2
zh-CN,igt,baseline,n_trials,20,100.0,0.0,100.0,100.0,100.0
zh-CN,igt,baseline,net_score,20,84.8,9.763519641475286,86.0,72.0,100.0
zh-CN,igt,baseline,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,igt,detailed,advantageous_choice_rate,20,0.879,0.004472135954999583,0.88,0.86,0.88
zh-CN,igt,detailed,post_loss_switching_rate,20,0.6691558441558442,0.08993081849530203,0.6742424242424242,0.30303030303030304,0.7142857142857143
zh-CN,igt,detailed,average_net_outcome,20,20.4,0.5584282454023596,20.25,19.75,22.0
zh-CN,igt,detailed,deck_A_rate,20,0.021,0.00447213595499958,0.02,0.02,0.04
zh-CN,igt,detailed,deck_B_rate,20,0.1,0.0,0.1,0.1,0.1
zh-CN,igt,detailed,deck_C_rate,20,0.29600000000000004,0.062441551617661246,0.28,0.28,0.56
zh-CN,igt,detailed,deck_D_rate,20,0.583,0.0668934738379258,0.6,0.3,0.6
zh-CN,igt,detailed,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,igt,detailed,learning_curve_change,20,24.0,0.0,24.0,24.0,24.0
zh-CN,igt,detailed,learning_slope,20,4.819999999999999,0.08944271909999187,4.799999999999999,4.799999999999999,5.2
zh-CN,igt,detailed,n_trials,20,100.0,0.0,100.0,100.0,100.0
zh-CN,igt,detailed,net_score,20,75.8,0.8944271909999159,76.0,72.0,76.0
zh-CN,igt,detailed,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,igt,role_human,advantageous_choice_rate,20,0.928,0.05708719093125053,0.9,0.84,1.0
zh-CN,igt,role_human,post_loss_switching_rate,20,0.49042681743543814,0.1044915529022855,0.48,0.34285714285714286,0.6956521739130435
zh-CN,igt,role_human,average_net_outcome,20,22.7625,2.3861924636718244,21.875,20.0,26.75
zh-CN,igt,role_human,deck_A_rate,20,0.017,0.02273416163537063,0.0,0.0,0.06
zh-CN,igt,role_human,deck_B_rate,20,0.055,0.05104177855340405,0.1,0.0,0.1
zh-CN,igt,role_human,deck_C_rate,20,0.4025,0.09340770846134702,0.4,0.28,0.58
zh-CN,igt,role_human,deck_D_rate,20,0.5255,0.08804753500838414,0.55,0.26,0.6
zh-CN,igt,role_human,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,igt,role_human,learning_curve_change,20,9.4,10.158740079360236,4.0,0.0,24.0
zh-CN,igt,role_human,learning_slope,20,1.98,2.041568024827975,1.2,0.0,4.8
zh-CN,igt,role_human,n_trials,20,100.0,0.0,100.0,100.0,100.0
zh-CN,igt,role_human,net_score,20,85.6,11.417438186250106,80.0,68.0,100.0
zh-CN,igt,role_human,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,igt,reward_loss_emphasis,advantageous_choice_rate,20,0.864,0.025628931020687497,0.86,0.84,0.96
zh-CN,igt,reward_loss_emphasis,post_loss_switching_rate,20,0.38049445266836573,0.1256912568364538,0.30303030303030304,0.2727272727272727,0.6363636363636364
zh-CN,igt,reward_loss_emphasis,average_net_outcome,20,20.05,1.3586951945079322,19.75,18.75,24.75
zh-CN,igt,reward_loss_emphasis,deck_A_rate,20,0.041,0.012096106376585987,0.04,0.02,0.06
zh-CN,igt,reward_loss_emphasis,deck_B_rate,20,0.095,0.022360679774997897,0.1,0.0,0.1
zh-CN,igt,reward_loss_emphasis,deck_C_rate,20,0.511,0.1059245014149229,0.56,0.28,0.64
zh-CN,igt,reward_loss_emphasis,deck_D_rate,20,0.353,0.11429877744891145,0.3,0.2,0.6
zh-CN,igt,reward_loss_emphasis,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,igt,reward_loss_emphasis,learning_curve_change,20,21.3,5.88575443449333,24.0,2.0,24.0
zh-CN,igt,reward_loss_emphasis,learning_slope,20,4.77,1.0265424850848652,5.2,0.6,5.2
zh-CN,igt,reward_loss_emphasis,n_trials,20,100.0,0.0,100.0,100.0,100.0
zh-CN,igt,reward_loss_emphasis,net_score,20,72.8,5.1257862041374995,72.0,68.0,92.0
zh-CN,igt,reward_loss_emphasis,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,bart,baseline,adjusted_average_pumps,20,8.278933468788864,1.699362716275916,8.639285714285714,4.827586206896552,10.666666666666666
zh-CN,bart,baseline,explosion_rate,20,0.27375,0.034863455455760396,0.275,0.225,0.35
zh-CN,bart,baseline,post_explosion_adjustment,20,0.8368670218670219,1.107290641665187,0.9545454545454546,-1.3571428571428572,2.6666666666666665
zh-CN,bart,baseline,average_earning_per_balloon,20,0.3013125,0.06540923175427313,0.32125000000000004,0.175,0.39999999999999997
zh-CN,bart,baseline,average_pumps,20,7.75375,1.4528165702669094,7.949999999999999,4.825,10.1
zh-CN,bart,baseline,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,bart,baseline,n_balloons,20,40.0,0.0,40.0,40.0,40.0
zh-CN,bart,baseline,n_trials,20,339.2,58.5064998638253,348.0,222.0,435.0
zh-CN,bart,baseline,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,bart,detailed,adjusted_average_pumps,20,8.536463163067724,2.176760099669734,8.699666295884317,4.592592592592593,14.03448275862069
zh-CN,bart,detailed,explosion_rate,20,0.27625,0.024967083593361375,0.275,0.225,0.325
zh-CN,bart,detailed,post_explosion_adjustment,20,0.5282264957264957,1.0917233624538831,0.696969696969697,-1.3076923076923077,2.9
zh-CN,bart,detailed,average_earning_per_balloon,20,0.3095625,0.08109679381520128,0.32125000000000004,0.15499999999999994,0.5087500000000003
zh-CN,bart,detailed,average_pumps,20,8.02,1.830203468700162,8.125,5.175,13.25
zh-CN,bart,detailed,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,bart,detailed,n_balloons,20,40.0,0.0,40.0,40.0,40.0
zh-CN,bart,detailed,n_trials,20,349.75,73.44161662594023,355.0,234.0,559.0
zh-CN,bart,detailed,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,bart,role_human,adjusted_average_pumps,20,8.283229591521444,1.7912419527969425,8.120689655172413,4.689655172413793,12.483870967741936
zh-CN,bart,role_human,explosion_rate,20,0.25875000000000004,0.031700697319243874,0.2625,0.2,0.325
zh-CN,bart,role_human,post_explosion_adjustment,20,0.4428156565656566,1.4350106938220122,0.5363636363636364,-2.6363636363636362,2.2222222222222223
zh-CN,bart,role_human,average_earning_per_balloon,20,0.3084375,0.07426047130663938,0.29437499999999994,0.17000000000000004,0.48375
zh-CN,bart,role_human,average_pumps,20,7.8075,1.585628299843049,7.699999999999999,4.725,12.225
zh-CN,bart,role_human,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,bart,role_human,n_balloons,20,40.0,0.0,40.0,40.0,40.0
zh-CN,bart,role_human,n_trials,20,341.95,64.08175288357505,337.0,218.0,520.0
zh-CN,bart,role_human,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
zh-CN,bart,risk_emphasis,adjusted_average_pumps,20,8.476486673036312,1.826635840567882,8.747800586510264,5.666666666666667,11.892857142857142
zh-CN,bart,risk_emphasis,explosion_rate,20,0.25625,0.053110485633352356,0.25,0.175,0.325
zh-CN,bart,risk_emphasis,post_explosion_adjustment,20,0.9033426295926296,1.4861446080308018,1.0982905982905984,-3.4285714285714284,3.0
zh-CN,bart,risk_emphasis,average_earning_per_balloon,20,0.315625,0.07326221381915925,0.32875000000000004,0.20249999999999999,0.4787499999999999
zh-CN,bart,risk_emphasis,average_pumps,20,7.93375,1.503795089449567,8.0375,5.925,11.35
zh-CN,bart,risk_emphasis,invalid_response_count,20,0.0,0.0,0.0,0.0,0.0
zh-CN,bart,risk_emphasis,n_balloons,20,40.0,0.0,40.0,40.0,40.0
zh-CN,bart,risk_emphasis,n_trials,20,347.1,60.58825663530238,352.5,264.0,487.0
zh-CN,bart,risk_emphasis,parse_success_rate,20,1.0,0.0,1.0,1.0,1.0
